var,value_type,dataset_id
INTENT_SELF_HARM,double,KY_SID_2013_DX_PR_GRPS
INTENT_UNINTENTIONAL,double,KY_SID_2013_DX_PR_GRPS
KEY,double,KY_SID_2013_DX_PR_GRPS
MULTINJURY,double,KY_SID_2013_DX_PR_GRPS
PCLASS1,double,KY_SID_2013_DX_PR_GRPS
PCLASS2,double,KY_SID_2013_DX_PR_GRPS
PCLASS3,double,KY_SID_2013_DX_PR_GRPS
PCLASS4,double,KY_SID_2013_DX_PR_GRPS
PCLASS5,double,KY_SID_2013_DX_PR_GRPS
PCLASS6,double,KY_SID_2013_DX_PR_GRPS
PCLASS7,double,KY_SID_2013_DX_PR_GRPS
PCLASS8,double,KY_SID_2013_DX_PR_GRPS
PCLASS9,double,KY_SID_2013_DX_PR_GRPS
PCLASS10,double,KY_SID_2013_DX_PR_GRPS
PCLASS11,double,KY_SID_2013_DX_PR_GRPS
PCLASS12,double,KY_SID_2013_DX_PR_GRPS
PCLASS13,double,KY_SID_2013_DX_PR_GRPS
PCLASS14,double,KY_SID_2013_DX_PR_GRPS
PCLASS15,double,KY_SID_2013_DX_PR_GRPS
PCLASS16,double,KY_SID_2013_DX_PR_GRPS
PCLASS17,double,KY_SID_2013_DX_PR_GRPS
PCLASS18,double,KY_SID_2013_DX_PR_GRPS
PCLASS19,double,KY_SID_2013_DX_PR_GRPS
PCLASS20,double,KY_SID_2013_DX_PR_GRPS
PCLASS21,double,KY_SID_2013_DX_PR_GRPS
PCLASS22,double,KY_SID_2013_DX_PR_GRPS
PCLASS23,double,KY_SID_2013_DX_PR_GRPS
PCLASS24,double,KY_SID_2013_DX_PR_GRPS
PCLASS25,double,KY_SID_2013_DX_PR_GRPS
PRMCCS1,string,KY_SID_2013_DX_PR_GRPS
PRMCCS2,string,KY_SID_2013_DX_PR_GRPS
PRMCCS3,string,KY_SID_2013_DX_PR_GRPS
PRMCCS4,string,KY_SID_2013_DX_PR_GRPS
PRMCCS5,string,KY_SID_2013_DX_PR_GRPS
PRMCCS6,string,KY_SID_2013_DX_PR_GRPS
PRMCCS7,string,KY_SID_2013_DX_PR_GRPS
PRMCCS8,string,KY_SID_2013_DX_PR_GRPS
PRMCCS9,string,KY_SID_2013_DX_PR_GRPS
PRMCCS10,string,KY_SID_2013_DX_PR_GRPS
PRMCCS11,string,KY_SID_2013_DX_PR_GRPS
PRMCCS12,string,KY_SID_2013_DX_PR_GRPS
PRMCCS13,string,KY_SID_2013_DX_PR_GRPS
PRMCCS14,string,KY_SID_2013_DX_PR_GRPS
PRMCCS15,string,KY_SID_2013_DX_PR_GRPS
PRMCCS16,string,KY_SID_2013_DX_PR_GRPS
PRMCCS17,string,KY_SID_2013_DX_PR_GRPS
PRMCCS18,string,KY_SID_2013_DX_PR_GRPS
PRMCCS19,string,KY_SID_2013_DX_PR_GRPS
PRMCCS20,string,KY_SID_2013_DX_PR_GRPS
PRMCCS21,string,KY_SID_2013_DX_PR_GRPS
PRMCCS22,string,KY_SID_2013_DX_PR_GRPS
PRMCCS23,string,KY_SID_2013_DX_PR_GRPS
PRMCCS24,string,KY_SID_2013_DX_PR_GRPS
PRMCCS25,string,KY_SID_2013_DX_PR_GRPS
U_BLOOD,double,KY_SID_2013_DX_PR_GRPS
U_CATH,double,KY_SID_2013_DX_PR_GRPS
U_CCU,double,KY_SID_2013_DX_PR_GRPS
U_CHESTXRAY,double,KY_SID_2013_DX_PR_GRPS
U_CTSCAN,double,KY_SID_2013_DX_PR_GRPS
U_DIALYSIS,double,KY_SID_2013_DX_PR_GRPS
U_ECHO,double,KY_SID_2013_DX_PR_GRPS
U_ED,double,KY_SID_2013_DX_PR_GRPS
U_EEG,double,KY_SID_2013_DX_PR_GRPS
U_EKG,double,KY_SID_2013_DX_PR_GRPS
U_EPO,double,KY_SID_2013_DX_PR_GRPS
U_ICU,double,KY_SID_2013_DX_PR_GRPS
U_LITHOTRIPSY,double,KY_SID_2013_DX_PR_GRPS
U_MHSA,double,KY_SID_2013_DX_PR_GRPS
U_MRT,double,KY_SID_2013_DX_PR_GRPS
U_NEWBN2L,double,KY_SID_2013_DX_PR_GRPS
U_NEWBN3L,double,KY_SID_2013_DX_PR_GRPS
U_NEWBN4L,double,KY_SID_2013_DX_PR_GRPS
U_NUCMED,double,KY_SID_2013_DX_PR_GRPS
U_OBSERVATION,double,KY_SID_2013_DX_PR_GRPS
U_OCCTHERAPY,double,KY_SID_2013_DX_PR_GRPS
U_ORGANACQ,double,KY_SID_2013_DX_PR_GRPS
U_OTHIMPLANTS,double,KY_SID_2013_DX_PR_GRPS
U_PACEMAKER,double,KY_SID_2013_DX_PR_GRPS
U_PHYTHERAPY,double,KY_SID_2013_DX_PR_GRPS
U_RADTHERAPY,double,KY_SID_2013_DX_PR_GRPS
U_RESPTHERAPY,double,KY_SID_2013_DX_PR_GRPS
U_SPEECHTHERAPY,double,KY_SID_2013_DX_PR_GRPS
U_STRESS,double,KY_SID_2013_DX_PR_GRPS
U_ULTRASOUND,double,KY_SID_2013_DX_PR_GRPS
