var,value_type,dataset_id
DXMCCS20,string,NJ_SID_2013_DX_PR_GRPS
DXMCCS21,string,NJ_SID_2013_DX_PR_GRPS
DXMCCS22,string,NJ_SID_2013_DX_PR_GRPS
DXMCCS23,string,NJ_SID_2013_DX_PR_GRPS
DXMCCS24,string,NJ_SID_2013_DX_PR_GRPS
E_MCCS1,string,NJ_SID_2013_DX_PR_GRPS
E_MCCS2,string,NJ_SID_2013_DX_PR_GRPS
E_MCCS3,string,NJ_SID_2013_DX_PR_GRPS
E_MCCS4,string,NJ_SID_2013_DX_PR_GRPS
E_MCCS5,string,NJ_SID_2013_DX_PR_GRPS
E_MCCS6,string,NJ_SID_2013_DX_PR_GRPS
E_MCCS7,string,NJ_SID_2013_DX_PR_GRPS
E_MCCS8,string,NJ_SID_2013_DX_PR_GRPS
E_MCCS9,string,NJ_SID_2013_DX_PR_GRPS
E_MCCS10,string,NJ_SID_2013_DX_PR_GRPS
INJURY,double,NJ_SID_2013_DX_PR_GRPS
INJURY_CUT,double,NJ_SID_2013_DX_PR_GRPS
INJURY_DROWN,double,NJ_SID_2013_DX_PR_GRPS
INJURY_FALL,double,NJ_SID_2013_DX_PR_GRPS
INJURY_FIRE,double,NJ_SID_2013_DX_PR_GRPS
INJURY_FIREARM,double,NJ_SID_2013_DX_PR_GRPS
INJURY_MACHINERY,double,NJ_SID_2013_DX_PR_GRPS
INJURY_MVT,double,NJ_SID_2013_DX_PR_GRPS
INJURY_NATURE,double,NJ_SID_2013_DX_PR_GRPS
INJURY_POISON,double,NJ_SID_2013_DX_PR_GRPS
INJURY_STRUCK,double,NJ_SID_2013_DX_PR_GRPS
INJURY_SUFFOCATION,double,NJ_SID_2013_DX_PR_GRPS
INTENT_ASSAULT,double,NJ_SID_2013_DX_PR_GRPS
INTENT_SELF_HARM,double,NJ_SID_2013_DX_PR_GRPS
INTENT_UNINTENTIONAL,double,NJ_SID_2013_DX_PR_GRPS
KEY,double,NJ_SID_2013_DX_PR_GRPS
MULTINJURY,double,NJ_SID_2013_DX_PR_GRPS
PCLASS1,double,NJ_SID_2013_DX_PR_GRPS
PCLASS2,double,NJ_SID_2013_DX_PR_GRPS
PCLASS3,double,NJ_SID_2013_DX_PR_GRPS
PCLASS4,double,NJ_SID_2013_DX_PR_GRPS
PCLASS5,double,NJ_SID_2013_DX_PR_GRPS
PCLASS6,double,NJ_SID_2013_DX_PR_GRPS
PCLASS7,double,NJ_SID_2013_DX_PR_GRPS
PCLASS8,double,NJ_SID_2013_DX_PR_GRPS
PCLASS9,double,NJ_SID_2013_DX_PR_GRPS
PCLASS10,double,NJ_SID_2013_DX_PR_GRPS
PCLASS11,double,NJ_SID_2013_DX_PR_GRPS
PCLASS12,double,NJ_SID_2013_DX_PR_GRPS
PCLASS13,double,NJ_SID_2013_DX_PR_GRPS
PCLASS14,double,NJ_SID_2013_DX_PR_GRPS
PCLASS15,double,NJ_SID_2013_DX_PR_GRPS
PCLASS16,double,NJ_SID_2013_DX_PR_GRPS
PCLASS17,double,NJ_SID_2013_DX_PR_GRPS
PCLASS18,double,NJ_SID_2013_DX_PR_GRPS
PCLASS19,double,NJ_SID_2013_DX_PR_GRPS
PCLASS20,double,NJ_SID_2013_DX_PR_GRPS
PCLASS21,double,NJ_SID_2013_DX_PR_GRPS
PCLASS22,double,NJ_SID_2013_DX_PR_GRPS
PCLASS23,double,NJ_SID_2013_DX_PR_GRPS
PCLASS24,double,NJ_SID_2013_DX_PR_GRPS
PCLASS25,double,NJ_SID_2013_DX_PR_GRPS
PRMCCS1,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS2,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS3,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS4,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS5,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS6,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS7,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS8,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS9,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS10,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS11,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS12,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS13,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS14,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS15,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS16,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS17,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS18,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS19,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS20,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS21,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS22,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS23,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS24,string,NJ_SID_2013_DX_PR_GRPS
PRMCCS25,string,NJ_SID_2013_DX_PR_GRPS
U_BLOOD,double,NJ_SID_2013_DX_PR_GRPS
U_CATH,double,NJ_SID_2013_DX_PR_GRPS
U_CCU,double,NJ_SID_2013_DX_PR_GRPS
U_CHESTXRAY,double,NJ_SID_2013_DX_PR_GRPS
U_CTSCAN,double,NJ_SID_2013_DX_PR_GRPS
U_DIALYSIS,double,NJ_SID_2013_DX_PR_GRPS
U_ECHO,double,NJ_SID_2013_DX_PR_GRPS
U_ED,double,NJ_SID_2013_DX_PR_GRPS
U_EEG,double,NJ_SID_2013_DX_PR_GRPS
U_EKG,double,NJ_SID_2013_DX_PR_GRPS
U_EPO,double,NJ_SID_2013_DX_PR_GRPS
U_ICU,double,NJ_SID_2013_DX_PR_GRPS
U_LITHOTRIPSY,double,NJ_SID_2013_DX_PR_GRPS
U_MHSA,double,NJ_SID_2013_DX_PR_GRPS
U_MRT,double,NJ_SID_2013_DX_PR_GRPS
U_NEWBN2L,double,NJ_SID_2013_DX_PR_GRPS
U_NEWBN3L,double,NJ_SID_2013_DX_PR_GRPS
U_NEWBN4L,double,NJ_SID_2013_DX_PR_GRPS
U_NUCMED,double,NJ_SID_2013_DX_PR_GRPS
U_OBSERVATION,double,NJ_SID_2013_DX_PR_GRPS
U_OCCTHERAPY,double,NJ_SID_2013_DX_PR_GRPS
U_ORGANACQ,double,NJ_SID_2013_DX_PR_GRPS
U_OTHIMPLANTS,double,NJ_SID_2013_DX_PR_GRPS
U_PACEMAKER,double,NJ_SID_2013_DX_PR_GRPS
U_PHYTHERAPY,double,NJ_SID_2013_DX_PR_GRPS
U_RADTHERAPY,double,NJ_SID_2013_DX_PR_GRPS
U_RESPTHERAPY,double,NJ_SID_2013_DX_PR_GRPS
U_SPEECHTHERAPY,double,NJ_SID_2013_DX_PR_GRPS
U_STRESS,double,NJ_SID_2013_DX_PR_GRPS
U_ULTRASOUND,double,NJ_SID_2013_DX_PR_GRPS
