var,var_label,value_type,dataset_id
DXPOA22,"Diagnosis 22, present on admission indicator",string,AZ_SID_2016_CORE
DXPOA23,"Diagnosis 23, present on admission indicator",string,AZ_SID_2016_CORE
DXPOA24,"Diagnosis 24, present on admission indicator",string,AZ_SID_2016_CORE
DXPOA25,"Diagnosis 25, present on admission indicator",string,AZ_SID_2016_CORE
DXVER,Diagnosis Version,int32,AZ_SID_2016_CORE
E_POA1,"E Cause 1, present on admission indicator",string,AZ_SID_2016_CORE
E_POA2,"E Cause 2, present on admission indicator",string,AZ_SID_2016_CORE
E_POA3,"E Cause 3, present on admission indicator",string,AZ_SID_2016_CORE
E_POA4,"E Cause 4, present on admission indicator",string,AZ_SID_2016_CORE
E_POA5,"E Cause 5, present on admission indicator",string,AZ_SID_2016_CORE
E_POA6,"E Cause 6, present on admission indicator",string,AZ_SID_2016_CORE
FEMALE,Indicator of sex,int32,AZ_SID_2016_CORE
HCUP_ED,HCUP Emergency Department service indicator,int32,AZ_SID_2016_CORE
HCUP_OS,HCUP Observation Stay service indicator,int32,AZ_SID_2016_CORE
HISPANIC,Hispanic ethnicity (uniform),int32,AZ_SID_2016_CORE
HISPANIC_X,Hispanic ethnicity (as received from source),string,AZ_SID_2016_CORE
Homeless,Indicator that patient is homeless,int32,AZ_SID_2016_CORE
HOSP_NPI,Hospital NPI,string,AZ_SID_2016_CORE
HOSPST,Hospital state postal code,string,AZ_SID_2016_CORE
I10_DX_Admitting,ICD-10-CM Admitting Diagnosis Code,string,AZ_SID_2016_CORE
I10_DX1,ICD-10-CM Diagnosis 1,string,AZ_SID_2016_CORE
I10_DX2,ICD-10-CM Diagnosis 2,string,AZ_SID_2016_CORE
I10_DX3,ICD-10-CM Diagnosis 3,string,AZ_SID_2016_CORE
I10_DX4,ICD-10-CM Diagnosis 4,string,AZ_SID_2016_CORE
I10_DX5,ICD-10-CM Diagnosis 5,string,AZ_SID_2016_CORE
I10_DX6,ICD-10-CM Diagnosis 6,string,AZ_SID_2016_CORE
I10_DX7,ICD-10-CM Diagnosis 7,string,AZ_SID_2016_CORE
I10_DX8,ICD-10-CM Diagnosis 8,string,AZ_SID_2016_CORE
I10_DX9,ICD-10-CM Diagnosis 9,string,AZ_SID_2016_CORE
I10_DX10,ICD-10-CM Diagnosis 10,string,AZ_SID_2016_CORE
I10_DX11,ICD-10-CM Diagnosis 11,string,AZ_SID_2016_CORE
I10_DX12,ICD-10-CM Diagnosis 12,string,AZ_SID_2016_CORE
I10_DX13,ICD-10-CM Diagnosis 13,string,AZ_SID_2016_CORE
I10_DX14,ICD-10-CM Diagnosis 14,string,AZ_SID_2016_CORE
I10_DX15,ICD-10-CM Diagnosis 15,string,AZ_SID_2016_CORE
I10_DX16,ICD-10-CM Diagnosis 16,string,AZ_SID_2016_CORE
I10_DX17,ICD-10-CM Diagnosis 17,string,AZ_SID_2016_CORE
I10_DX18,ICD-10-CM Diagnosis 18,string,AZ_SID_2016_CORE
I10_DX19,ICD-10-CM Diagnosis 19,string,AZ_SID_2016_CORE
I10_DX20,ICD-10-CM Diagnosis 20,string,AZ_SID_2016_CORE
I10_DX21,ICD-10-CM Diagnosis 21,string,AZ_SID_2016_CORE
I10_DX22,ICD-10-CM Diagnosis 22,string,AZ_SID_2016_CORE
I10_DX23,ICD-10-CM Diagnosis 23,string,AZ_SID_2016_CORE
I10_DX24,ICD-10-CM Diagnosis 24,string,AZ_SID_2016_CORE
I10_DX25,ICD-10-CM Diagnosis 25,string,AZ_SID_2016_CORE
I10_ECAUSE1,ICD-10-CM E Cause 1,string,AZ_SID_2016_CORE
I10_ECAUSE2,ICD-10-CM E Cause 2,string,AZ_SID_2016_CORE
I10_ECAUSE3,ICD-10-CM E Cause 3,string,AZ_SID_2016_CORE
I10_ECAUSE4,ICD-10-CM E Cause 4,string,AZ_SID_2016_CORE
I10_ECAUSE5,ICD-10-CM E Cause 5,string,AZ_SID_2016_CORE
I10_ECAUSE6,ICD-10-CM E Cause 6,string,AZ_SID_2016_CORE
I10_NDX,ICD-10-CM Number of diagnoses on this record,int32,AZ_SID_2016_CORE
I10_NECAUSE,ICD-10-CM Number of E Causes on this record,int32,AZ_SID_2016_CORE
I10_NPR,ICD-10-PCS Number of procedures on this record,int32,AZ_SID_2016_CORE
I10_PR1,ICD-10-PCS Procedure 1,string,AZ_SID_2016_CORE
I10_PR2,ICD-10-PCS Procedure 2,string,AZ_SID_2016_CORE
I10_PR3,ICD-10-PCS Procedure 3,string,AZ_SID_2016_CORE
I10_PR4,ICD-10-PCS Procedure 4,string,AZ_SID_2016_CORE
I10_PR5,ICD-10-PCS Procedure 5,string,AZ_SID_2016_CORE
I10_PR6,ICD-10-PCS Procedure 6,string,AZ_SID_2016_CORE
I10_PR7,ICD-10-PCS Procedure 7,string,AZ_SID_2016_CORE
I10_PR8,ICD-10-PCS Procedure 8,string,AZ_SID_2016_CORE
I10_PR9,ICD-10-PCS Procedure 9,string,AZ_SID_2016_CORE
I10_PR10,ICD-10-PCS Procedure 10,string,AZ_SID_2016_CORE
I10_PR11,ICD-10-PCS Procedure 11,string,AZ_SID_2016_CORE
I10_PR12,ICD-10-PCS Procedure 12,string,AZ_SID_2016_CORE
I10_PROCTYPE,ICD-10-PCS Procedure type indicator,int32,AZ_SID_2016_CORE
KEY,HCUP record identifier,double,AZ_SID_2016_CORE
LOS,Length of stay (cleaned),int32,AZ_SID_2016_CORE
LOS_X,Length of stay (as received from source),int32,AZ_SID_2016_CORE
MARITALSTATUSUB04,"Patient's marital status, UB-04 standard coding",string,AZ_SID_2016_CORE
MDBOARD1,Physician 1 licensing board (as received from source),string,AZ_SID_2016_CORE
MDBOARD2,Physician 2 licensing board (as received from source),string,AZ_SID_2016_CORE
MDC,MDC in effect on discharge date,int32,AZ_SID_2016_CORE
MDC_NoPOA,"MDC in use on discharge date, calculated without POA",int32,AZ_SID_2016_CORE
MDNUM1_R,Physician 1 number (re-identified),int32,AZ_SID_2016_CORE
MDNUM2_R,Physician 2 number (re-identified),int32,AZ_SID_2016_CORE
MDNUM3_R,Physician 3 number (re-identified),int32,AZ_SID_2016_CORE
MEDINCSTQ,Median household income state quartile for patient ZIP Code,int32,AZ_SID_2016_CORE
MRN_R,Medical record number (re-identified),int32,AZ_SID_2016_CORE
P7EDSRC_X,"Condition Code P7, Direct Inpatient Admission from Emergency Room",string,AZ_SID_2016_CORE
PAY1,Primary expected payer (uniform),int32,AZ_SID_2016_CORE
PAY1_X,Primary expected payer (as received from source),string,AZ_SID_2016_CORE
PL_CBSA,Patient location: Core Based Statistical Area (CBSA),int32,AZ_SID_2016_CORE
PL_NCHS,Patient Location: NCHS Urban-Rural Code,int32,AZ_SID_2016_CORE
PL_RUCC,Patient location: Rural-Urban Continuum Codes(RUCC),int32,AZ_SID_2016_CORE
PL_UIC,Patient location: Urban Influence Codes,int32,AZ_SID_2016_CORE
PL_UR_CAT4,Patient Location: Urban-Rural 4 Categories,int32,AZ_SID_2016_CORE
POA_Disch_Edit1,Discharge has POA missing on all nonexempt diagnoses,int32,AZ_SID_2016_CORE
POA_Disch_Edit2,Discharge has POA missing on all nonexempt secondary diagnoses,int32,AZ_SID_2016_CORE
POA_Hosp_Edit1,Hospital reported POA as Y on all diagnoses on all discharges,int32,AZ_SID_2016_CORE
POA_Hosp_Edit2,Hospital reported POA as missing on all non-Medicare discharges,int32,AZ_SID_2016_CORE
POA_Hosp_Edit3,Hospital reported POA as missing on all nonexempt diagnoses for 15% or more of d,int32,AZ_SID_2016_CORE
POA_Hosp_Edit3_Value,Percentage of discharges with all nonexempt diagnoses missing POA indicators,double,AZ_SID_2016_CORE
PointOfOrigin_X,"Point of origin for admission or visit, as received from source",string,AZ_SID_2016_CORE
PointOfOriginUB04,"Point of origin for admission or visit, UB-04 standard coding",string,AZ_SID_2016_CORE
PRDAY1,Number of days from admission to I10_PR1,int32,AZ_SID_2016_CORE
PRDAY2,Number of days from admission to I10_PR2,int32,AZ_SID_2016_CORE
PRDAY3,Number of days from admission to I10_PR3,int32,AZ_SID_2016_CORE
PRDAY4,Number of days from admission to I10_PR4,int32,AZ_SID_2016_CORE
PRDAY5,Number of days from admission to I10_PR5,int32,AZ_SID_2016_CORE
PRDAY6,Number of days from admission to I10_PR6,int32,AZ_SID_2016_CORE
PRDAY7,Number of days from admission to I10_PR7,int32,AZ_SID_2016_CORE
PRDAY8,Number of days from admission to I10_PR8,int32,AZ_SID_2016_CORE
PRDAY9,Number of days from admission to I10_PR9,int32,AZ_SID_2016_CORE
PRDAY10,Number of days from admission to I10_PR10,int32,AZ_SID_2016_CORE
PRDAY11,Number of days from admission to I10_PR11,int32,AZ_SID_2016_CORE
PRDAY12,Number of days from admission to I10_PR12,int32,AZ_SID_2016_CORE
PRVER,Procedure Version,int32,AZ_SID_2016_CORE
PSTATE,Patient State postal code,string,AZ_SID_2016_CORE
PSTCO2,"Patient state/county FIPS code, possibly derived from ZIP Code",int32,AZ_SID_2016_CORE
RACE,Race (uniform),int32,AZ_SID_2016_CORE
RACE_X,Race (as received from source),string,AZ_SID_2016_CORE
SPLIT_IPED,"Split IP/ED records-single visit, from CAH",int32,AZ_SID_2016_CORE
TOTCHG,Total charges (cleaned),double,AZ_SID_2016_CORE
TOTCHG_X,Total charges (as received from source),double,AZ_SID_2016_CORE
TRAN_IN,Transfer in indicator,int32,AZ_SID_2016_CORE
TRAN_OUT,Transfer out indicator,int32,AZ_SID_2016_CORE
YEAR,Calendar year,int32,AZ_SID_2016_CORE
ZIP,Patient ZIP Code,string,AZ_SID_2016_CORE
ZIP3,"Patient ZIP Code, first 3 digits",string,AZ_SID_2016_CORE
ZIPINC_QRTL,Median household income national quartile for patient ZIP Code,int32,AZ_SID_2016_CORE
AYEAR,Admission year,int32,AZ_SID_2016_CORE
PRMONTH1,Month of procedure 1,int32,AZ_SID_2016_CORE
PRMONTH2,Month of procedure 2,int32,AZ_SID_2016_CORE
PRMONTH3,Month of procedure 3,int32,AZ_SID_2016_CORE
PRMONTH4,Month of procedure 4,int32,AZ_SID_2016_CORE
PRMONTH5,Month of procedure 5,int32,AZ_SID_2016_CORE
PRMONTH6,Month of procedure 6,int32,AZ_SID_2016_CORE
PRMONTH7,Month of procedure 7,int32,AZ_SID_2016_CORE
PRMONTH8,Month of procedure 8,int32,AZ_SID_2016_CORE
PRMONTH9,Month of procedure 9,int32,AZ_SID_2016_CORE
PRMONTH10,Month of procedure 10,int32,AZ_SID_2016_CORE
PRMONTH11,Month of procedure 11,int32,AZ_SID_2016_CORE
PRMONTH12,Month of procedure 12,int32,AZ_SID_2016_CORE
PRYEAR1,Year of procedure 1,int32,AZ_SID_2016_CORE
PRYEAR2,Year of procedure 2,int32,AZ_SID_2016_CORE
PRYEAR3,Year of procedure 3,int32,AZ_SID_2016_CORE
PRYEAR4,Year of procedure 4,int32,AZ_SID_2016_CORE
PRYEAR5,Year of procedure 5,int32,AZ_SID_2016_CORE
PRYEAR6,Year of procedure 6,int32,AZ_SID_2016_CORE
PRYEAR7,Year of procedure 7,int32,AZ_SID_2016_CORE
PRYEAR8,Year of procedure 8,int32,AZ_SID_2016_CORE
PRYEAR9,Year of procedure 9,int32,AZ_SID_2016_CORE
PRYEAR10,Year of procedure 10,int32,AZ_SID_2016_CORE
PRYEAR11,Year of procedure 11,int32,AZ_SID_2016_CORE
PRYEAR12,Year of procedure 12,int32,AZ_SID_2016_CORE
