var,value_type,dataset_id
INTENT_UNINTENTIONAL,double,MA_SID_2013_DX_PR_GRPS
KEY,double,MA_SID_2013_DX_PR_GRPS
MULTINJURY,double,MA_SID_2013_DX_PR_GRPS
PCLASS1,double,MA_SID_2013_DX_PR_GRPS
PCLASS2,double,MA_SID_2013_DX_PR_GRPS
PCLASS3,double,MA_SID_2013_DX_PR_GRPS
PCLASS4,double,MA_SID_2013_DX_PR_GRPS
PCLASS5,double,MA_SID_2013_DX_PR_GRPS
PCLASS6,double,MA_SID_2013_DX_PR_GRPS
PCLASS7,double,MA_SID_2013_DX_PR_GRPS
PCLASS8,double,MA_SID_2013_DX_PR_GRPS
PCLASS9,double,MA_SID_2013_DX_PR_GRPS
PCLASS10,double,MA_SID_2013_DX_PR_GRPS
PCLASS11,double,MA_SID_2013_DX_PR_GRPS
PCLASS12,double,MA_SID_2013_DX_PR_GRPS
PCLASS13,double,MA_SID_2013_DX_PR_GRPS
PCLASS14,double,MA_SID_2013_DX_PR_GRPS
PCLASS15,double,MA_SID_2013_DX_PR_GRPS
PRMCCS1,string,MA_SID_2013_DX_PR_GRPS
PRMCCS2,string,MA_SID_2013_DX_PR_GRPS
PRMCCS3,string,MA_SID_2013_DX_PR_GRPS
PRMCCS4,string,MA_SID_2013_DX_PR_GRPS
PRMCCS5,string,MA_SID_2013_DX_PR_GRPS
PRMCCS6,string,MA_SID_2013_DX_PR_GRPS
PRMCCS7,string,MA_SID_2013_DX_PR_GRPS
PRMCCS8,string,MA_SID_2013_DX_PR_GRPS
PRMCCS9,string,MA_SID_2013_DX_PR_GRPS
PRMCCS10,string,MA_SID_2013_DX_PR_GRPS
PRMCCS11,string,MA_SID_2013_DX_PR_GRPS
PRMCCS12,string,MA_SID_2013_DX_PR_GRPS
PRMCCS13,string,MA_SID_2013_DX_PR_GRPS
PRMCCS14,string,MA_SID_2013_DX_PR_GRPS
PRMCCS15,string,MA_SID_2013_DX_PR_GRPS
U_BLOOD,double,MA_SID_2013_DX_PR_GRPS
U_CATH,double,MA_SID_2013_DX_PR_GRPS
U_CCU,double,MA_SID_2013_DX_PR_GRPS
U_CHESTXRAY,double,MA_SID_2013_DX_PR_GRPS
U_CTSCAN,double,MA_SID_2013_DX_PR_GRPS
U_DIALYSIS,double,MA_SID_2013_DX_PR_GRPS
U_ECHO,double,MA_SID_2013_DX_PR_GRPS
U_ED,double,MA_SID_2013_DX_PR_GRPS
U_EEG,double,MA_SID_2013_DX_PR_GRPS
U_EKG,double,MA_SID_2013_DX_PR_GRPS
U_EPO,double,MA_SID_2013_DX_PR_GRPS
U_ICU,double,MA_SID_2013_DX_PR_GRPS
U_LITHOTRIPSY,double,MA_SID_2013_DX_PR_GRPS
U_MHSA,double,MA_SID_2013_DX_PR_GRPS
U_MRT,double,MA_SID_2013_DX_PR_GRPS
U_NEWBN2L,double,MA_SID_2013_DX_PR_GRPS
U_NEWBN3L,double,MA_SID_2013_DX_PR_GRPS
U_NEWBN4L,double,MA_SID_2013_DX_PR_GRPS
U_NUCMED,double,MA_SID_2013_DX_PR_GRPS
U_OBSERVATION,double,MA_SID_2013_DX_PR_GRPS
U_OCCTHERAPY,double,MA_SID_2013_DX_PR_GRPS
U_ORGANACQ,double,MA_SID_2013_DX_PR_GRPS
U_OTHIMPLANTS,double,MA_SID_2013_DX_PR_GRPS
U_PACEMAKER,double,MA_SID_2013_DX_PR_GRPS
U_PHYTHERAPY,double,MA_SID_2013_DX_PR_GRPS
U_RADTHERAPY,double,MA_SID_2013_DX_PR_GRPS
U_RESPTHERAPY,double,MA_SID_2013_DX_PR_GRPS
U_SPEECHTHERAPY,double,MA_SID_2013_DX_PR_GRPS
U_STRESS,double,MA_SID_2013_DX_PR_GRPS
U_ULTRASOUND,double,MA_SID_2013_DX_PR_GRPS
